5524903603866402|03|2028|550
5524903603200776|03|2028|942
5524903603217218|03|2028|975
5524903603510208|03|2028|091
5524903603167561|03|2028|634
5524903603631004|03|2028|237
5524903603202715|03|2028|639
5524903603182677|03|2028|181
5524903603610735|03|2028|253
5524903603120701|03|2028|990
5524903603171647|03|2028|278
5524903603031742|03|2028|671
5524903603557357|03|2028|958
5524903603444788|03|2028|975
5524903603704256|03|2028|676
5524903603483687|03|2028|931
5524903603370173|03|2028|863
5524903603524753|03|2028|699
5524903603603037|03|2028|278
5524903603227340|03|2028|474
5524903603228546|03|2028|694
5524903603281735|03|2028|698
5524903603102725|03|2028|019
5524903603525727|03|2028|460
5524903603388225|03|2028|262
5524903603257230|03|2028|641
5524903603473340|03|2028|629
5524903603234486|03|2028|447
5524903603514143|03|2028|268
5524903603015141|03|2028|386
5524903603463473|03|2028|281
5524903603058687|03|2028|731
5524903603652307|03|2028|205
5524903603083842|03|2028|439
5524903603348674|03|2028|185
5524903603276370|03|2028|444
5524903603620668|03|2028|162
5524903603128514|03|2028|241
5524903603413304|03|2028|349
5524903603511651|03|2028|263
5524903603035263|03|2028|784
5524903603506065|03|2028|727
5524903603464208|03|2028|776
5524903603358004|03|2028|334
5524903603862773|03|2028|835
5524903603845208|03|2028|326
5524903603276370|03|2028|516
5524903603268021|03|2028|398
5524903603170037|03|2028|193
5524903603750101|03|2028|794
5524903603266843|12|2026|456
5524903603503872|12|2026|539
5524903603202335|12|2026|252
5524903603468886|12|2026|181
5524903603773145|12|2026|380
5524903603753352|12|2026|736
5524903603776056|12|2026|415
5524903603821530|12|2026|022
5524903603000507|12|2026|789
5524903603443228|12|2026|884
5524903603852402|12|2026|611
5524903603444812|12|2026|525
5524903603607335|12|2026|026
5524903603612640|12|2026|459
5524903603030751|12|2026|298
5524903603124521|12|2026|037
5524903603374738|12|2026|024
5524903603306557|12|2026|172
5524903603410417|12|2026|527
5524903603888174|12|2026|061
5524903603150880|12|2026|855
5524903603884421|12|2026|392
5524903603237471|12|2026|676
5524903603567026|12|2026|815
5524903603442030|12|2026|941
5524903603770067|12|2026|735
5524903603280018|12|2026|284
5524903603530057|12|2026|576
5524903603504235|12|2026|217
5524903603001034|12|2026|510
5524903603301053|12|2026|911
5524903603448086|12|2026|571
5524903603553885|12|2026|570
5524903603761371|12|2026|091
5524903603222358|12|2026|498
5524903603835522|12|2026|112
5524903603646234|12|2026|166
5524903603217523|12|2026|433
5524903603880064|12|2026|709
5524903603710147|12|2026|531
5524903603658544|12|2026|520
5524903603404824|12|2026|034
5524903603615346|12|2026|209
5524903603751653|12|2026|872
5524903603580813|12|2026|153
5524903603156853|12|2026|034
5524903603863417|12|2026|020
5524903603042244|12|2026|220
5524903603341620|12|2026|334
5524903603725467|12|2026|917
